date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-09-01,Aguadilla,PR,,Campamiento Pelicano,,,,Citizens' Victory Movement,,"against illegal construction at historic Muelle de Azúcar, salven Aguadilla paren las maquinas revoquen los permisos [save Aguadilla stop the machines revoke the permits], las playas son del pueblo [the beaches belong to the people]",0,demonstration,,protest encampment,,,,,,,,,,https://twitter.com/Vaquero2XL/status/1610283827099836419,https://twitter.com/Vaquero2XL/status/1620191253060263937,https://twitter.com/Vaquero2XL/status/1620442773550923778,https://twitter.com/latinorebels/status/1623821705662832640,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Alton,IL,West Elementary School; Alton High School,,,,,Alton Education Association,parents; community members; students; teachers,"against violence in schools, for safer schools for all students",0,rally,,,,,,,,,,,,https://ieanea.org/2023/08/31/dozens-plan-to-rally-call-for-safe-schools-for-all-at-friday-nights-football-game/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Augusta,GA,Charlie Norwood VA Medical Center,Rally for Respect & Patient Safety,,,,National Nurses Organizing Committee/National Nurses United,registered nurses,"for respect for nurses at Charlie Norwood VA Medical Center, for patient safety, for full staffing, for better work-life balance for nurses",0,rally,,,,,,,,,,,,https://www.nationalnursesunited.org/press/augusta-va-nurses-to-rally-for-respect-of-veterans-and-nurses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Austin,TX,Texas Governor's Mansion,,count video,20,40,Workers Defense Project; Texas AFT; Nonviolent Austin; The Austin Justice Coalition,,"against HB 2127, against Texas Regulatory Consistency Act, against state legislation that prohibits localities from passing laws that conflict with state law, for workers' rights, water for all",0,rally,,singing; filling cups of water,,,,,,,,,ME,https://www.kxan.com/news/new-laws-go-into-effect-groups-rally-against-laws-now-challenged-by-lawsuits/,https://www.kxan.com/video/new-laws-go-into-effect-groups-rally-against-laws-now-challenged-by-lawsuits/8962248/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Bakersfield,CA,,,,,,Poder Latinx,,"for federal immigration reform legislation, for HR 1511",1,demonstration,,petition delivery,,,,,,,,at Kevin McCarthy's office,,https://www.kvpr.org/local-news/2023-09-05/immigration-advocates-push-for-legislation-protest-outside-speaker-mccarthys-offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Bellingham,WA,Magnolia St and Cornwall Ave,Bellingham-Whatcom Peace Vigil,,,,Whatcom Peace & Justice Center,,"for peace, against war",0,vigil,,,,,,,,,,every Friday since 1966,,https://www.whatcompjc.org/friday-afternoon-peace-vigil.html,https://www.facebook.com/WhatcomPeaceVigil/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Boston,MA,Massachusetts State House,Perpetual State House Stand-Out for No New Fossil Fuel Infrastructure,,,,Extinction Rebellion Boston,,"for a state ban on construction of new fossil fuel infrastructure, for urgent climate action",1,demonstration,,,,,,,,,,every business day starting 6/5/23 until governor acts,,https://xrboston.org/action/state-house-stand-out-for-nnffi/,https://twitter.com/XRBoston/status/1666138212702486551,https://statehousestandout.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Brownsville,TX,,,,,,,Texas border grassroots organization members,"against Operation Lone Star, for immigrants rights",1,protest,,,,,,,,,,border-wide protest,ME,https://www.ktsm.com/news/grassroots-groups-protest-along-border-against-operation-lone-star/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Cambridge,MA,Fayette St and Broadway,,,,,New Federal State of China,,"against Luc Despins and his family, against the Communist Party of China, for patriotism, for democracy in America, against communism",2,demonstration,,,,,,,,,,daily since 2022-11-20; org backed by Miles Guo and Steve Bannon; evidence that some protesters are paid,,https://www.cambridgeday.com/2023/02/02/why-an-exiled-chinese-billionaire-has-protesters-outside-the-home-of-a-cambridge-schoolteacher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Chicago,IL,Kinzie Hotel,,,,,UNITE HERE! Local 1,hotel workers,for higher pay and better benefits for Kinzie Hotel workers,0,demonstration,,informational picket,,,,,,,,,,https://www.nbcchicago.com/news/local/locked-out-on-labor-day-kinzie-hotel-workers-protest/3220649/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Chicago,IL,Nichols Park,,count video,50,60,Southside Critical Mass,,"for safer streets for bicyclists, for community-building",0,bicycle ride,,,,,,,,,,,,https://twitter.com/ChiCritMass/status/1698176684837441936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Chicago,IL,St. Sabina Church,Summer of Peace,,,,St. Sabina Church,,"against gun violence, for peace",0,march,,,,,,,,,,every Friday through September 2023,,https://www.fox32chicago.com/news/father-pfleger-g-herbo-j-ivy-unite-summer-peace-rally-chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Clovis,CA,Herndon Ave and Armstrong Ave,,,,,Poder Latinx,,"for federal immigration reform legislation, for HR 1511, reforma migratoria ahora",1,demonstration,,petition delivery,,,,,,,,at Kevin McCarthy's office,,https://www.kvpr.org/local-news/2023-09-05/immigration-advocates-push-for-legislation-protest-outside-speaker-mccarthys-offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Columbus,OH,Goodale Park,,over 50,50,50,People's Justice Project,,"for justice for Ta'Kiya Young, against police brutality, for police accountability and transparency, against racism, Black Lives Matter, stop killer cops, Blendon Township PD murders mothers, cops lie, justice for Ta'Kiya Young",1,rally,,,,,,,,,,,,https://twitter.com/OhioPJP/status/1697598190592118906,https://www.wsws.org/en/articles/2023/09/05/fgna-s05.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Coronado,CA,Central Beach,Stop the Sewage Beach Protest Rally,estimated 150+,150,150,Stop the Sewage,,"against sewage contamination in waters off local beaches, for clean beaches, sewage stinks, find the funds / get it done, save our seas, stop the sewage, clean water is a human right, Governor Newsom / situation gruesome, make it stop [poop emoji], bring your kids governor, save Imperial Beach, enough of the bull / just fix the problem, stop the dump",0,rally,,,,,,,,,,,ME,https://coronadotimes.com/news/2023/08/28/community-protest-rally-to-stop-the-sewage-sept-1/,https://fox5sandiego.com/news/local-news/rally-held-in-coronado-over-tijuana-river-sewage-crisis/,http://www.coronadonewsca.com/news/coronado_island_news/stop-the-sewage-rally/image_db7f84aa-4db5-11ee-811d-c395f972ec59.html,https://www.10news.com/news/local-news/dozens-gather-at-coronado-beach-for-stop-the-sewage-rally,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Denver,CO,"The Drip Cafe, 869 Santa Fe Dr",Drag Against Drip Cafe,count pic,12,16,Denver Communists; Bread & Roses Legal Center,,"against homophobia by parent company of The Drip Cafe coffee shop, against Recycled God's Love, for LGBTQ+ rights, boycott the anti-gay ""coffeeshop church"", Rainbow Pride flag, Trans Pride flag, Communist flag, don't support homophobic coffee, Drip Cafe is a ""coffeeshop church"" on a mission to spread homophobia, hail gay Satan, God starts with G and so does gays / Satan starts with S and so does straights",1,protest,,portable PA system; drag performances,,,,,,,20230901-denver-dripcafe,1st Friday of every month,,https://www.instagram.com/p/CwayXrDxYtL/,https://www.instagram.com/p/CwvChA1r2_X/?img_index=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Denver,CO,"The Drip Cafe, 869 Santa Fe Dr",,count pic,2,2,,,"against protest against The Drip Cafe coffee shop, in support of Recycled God's Love",2,counter-protest,,,,,,,,,20230901-denver-dripcafe,,,https://www.instagram.com/p/CwvChA1r2_X/?img_index=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,El Paso,TX,Sacred Heart Church; Chihuahuita Recreation Center,,,,,,Texas border grassroots organization members,"against Operation Lone Star, for immigrants rights, end operation lone star, no mas violencia en la frontera, enough, frontera Texas, Alto a los Ataques Racistas, fina la operacion estrella solitaria, no human is illegal",1,protest,,,,,,,,,,border-wide protest,ME,https://www.ktsm.com/news/grassroots-groups-protest-along-border-against-operation-lone-star/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Eureka,CA,Humboldt County Courthouse,Freedom Fridays,,,,Humboldt Freedom Coalition,,"for freedom, against mandates",2,demonstration,,,,,,,,,,"every Friday, start unclear",,https://humboldtfc.com/event/fridays-for-freedom/2022-04-29/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Farmington,ME,Farmington Post Office,,,,,Women in Black; Veterans for Peace,,"for peace, against war",0,vigil,,,,,,,,,,every Friday since 2002,,https://www.sunjournal.com/2022/02/10/farmington-weekly-peace-vigil-celebrates-20th-anniversary/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Galveston,TX,"Island Time Beach Bar & Grill, 2102 Seawall Blvd",Outlaw Drag,,,,,,"against state legislation banning drag shows and other supposedly sexually explicit performances on public property, against SB 12",1,demonstration,,wearing Amish clothing for drag performance,,,,,,,,,,https://www.galvnews.com/news/galveston-drag-performers-plan-amish-garb-for-protest-show/article_fc29bfa8-d0d6-5f62-ae00-575108a14821.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Hilo,HI,Hilo Post Office,,,,,Malu 'Aina,,"in mourning for all victims of violence, against war, in defense of civil liberties, against anti-Islamic and anti-Semitic and anti-Hawaiian and all other forms of discrimination, for peace through justice in Hawai'i and around the world",0,vigil,,,,,,,,,,every Friday since 2001,,https://malu-aina.org/?page_id=176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Huntington Beach,CA,Pacific Coast Hwy and 17th St,,,,,Fridays for Future Orange County,,for climate action,1,demonstration,,,,,,,,,,first Friday of every month; unclear when it started; we pick it up in April 2023,,https://www.instagram.com/p/CqyTZ4CPnlI/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Indiana,PA,"Sheetz, 768 Wayne Ave",,,,,,students,against closure of Sheetz convenience store adjacent to Indiana University of Pennsylvania campus,0,protest,,,,,,,,,,,,https://www.thepenn.org/culture/crimson-hoax-student-protests-begin-after-closure-of-local-sheetz/article_eeb82c26-48fa-11ee-abf3-9b5221564c8c.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Irvine,CA,"Wells Fargo Bank, 18044 Culver Dr",,,,,Fridays for Future Orange County,,"for urgent climate action, against Wells Fargo Bank's continued funding for fossil fuel projects",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/Cwn5az0S4nM/?img_index=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Jaffrey,NH,Main St and Peterborough St,,,,,Fridays for Future Jaffrey,,for climate action,1,demonstration,,,,,,,,,,"every Friday since November 27, 2020",,https://www.facebook.com/groups/813917632784030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Kansas City,MO,1125 Locust St,,,,,Friday Night Protest,,"against police violence, for police accountability, for radical change, against racism",1,protest,,,,,,,,,,every Friday since June 2020,,https://www.instagram.com/p/Cer5acpLQUn/,https://www.kcur.org/news/2022-12-15/this-kansas-city-protest-group-created-a-new-model-for-police-accountability,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Kenosha,WI,39th Ave and Roosevelt Rd,,,,,Grace Lutheran Church; Fridays for Future,,for climate action,1,rally,,,,,,,,,,every Friday since February 2022,,https://journaltimes.com/kenosha-lutheran-to-mark-one-year-of-climate-justice-rallies-friday/article_9c9290d0-b3a4-11ed-88e2-c33225525aa7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Las Vegas,NV,5100 W Sahara Ave,Release the Videos,,,,,,"for releasing body cam video of school resource officer slamming student to ground at Durango High School, against police brutality, for police transparency and accountability",1,rally; march,,,,,,,,,,organized by Minister Stretch Sanders,,https://news3lv.com/news/local/march-and-rally-being-held-to-release-ccsd-bodycam-footage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Longmeadow,MA,Longmeadow St and Forest Glen Rd,,,,,Longmeadow Anti-Racist Coalition,,against systemic racism,1,demonstration,,,,,,,,,,every Friday since June 2020,,https://www.masslive.com/news/2023/06/dueling-rallies-highlight-divergent-missions-in-longmeadow-anti-racism-group.html,https://www.facebook.com/groups/856764564832052/,https://www.wwlp.com/news/local-news/hampden-county/longmeadow-anti-racism-coalition-resumes-weekly-standouts/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Longmeadow,MA,Longmeadow St and Forest Glen Rd,,,,,,,"against systemic racism, against Russia's invasion and war in Ukraine, against bullying",1,demonstration,,,,,,,,,,every Friday since split with LARC over expanding claims to include war in Ukraine at some point after April 2022; guesstimating timing of split to May 2022,,https://www.masslive.com/news/2023/06/dueling-rallies-highlight-divergent-missions-in-longmeadow-anti-racism-group.html,https://www.facebook.com/groups/856764564832052/,https://www.wwlp.com/news/local-news/hampden-county/longmeadow-anti-racism-coalition-resumes-weekly-standouts/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Los Angeles,CA,"Hutton Park; Bovard Auditorium, University of Southern California",,more than 200,200,200,National Union of Healthcare Workers,University of Southern California students,"for collective bargaining rights for graduate student workers at University of Southern California, for protections against workplace harassment and discrimination, united for workplace justice and for you and me, USC workes because we do, What do we want! Workplace justice! When do we want it! Now!, Who's got the power! We got the power! What kind of power! Union power!, What happens when we fight! We win!",0,rally,,,,,,,,,,feat. Los Angeles City Councilmember Nithya Raman,ME,https://dailytrojan.com/2023/09/01/graduate-student-worker-rally/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Manchester,NH,"WMUR News 9, 100 S Commercial St",Fake News Friday Flag Wave,,,,,,"against WMUR New 9, against fake news",2,demonstration,,flag wave,,,,,,,,every Friday since 2022-09-23,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,McGregor,IA,Triangle Park,,,,,,,for abortion rights,1,demonstration,,,,,,,,,,every Friday since late June 2022,,https://iowastartingline.com/2022/07/29/iowa-abortion-rights-protester-describes-being-assaulted-by-mcgregor-man/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,New Orleans,LA,Freret St and West Rd,,count pic,5,6,Official Street Preachers,,"for Christian values, against homosexuality and transgender people, Jesus saves from hell, homo sex is sin, no peace for the wicked",2,demonstration,,megaphone,,,,,,,20230901-nola-streetpreachers,,,https://loyolamaroon.com/10039256/news/loyola-tulane-students-unite-against-anti-lgbt-protesters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,New Orleans,LA,Freret St and West Rd,,count pic,20,40,,Loyola and Tulane students,"against homophobia and transphobia, jerk it 4 Jesus, I had an orgasm last night, homo sex is cool",2,demonstration,,verbally confronted and heckled demonstrators,,,,,,,20230901-nola-streetpreachers,,,https://loyolamaroon.com/10039256/news/loyola-tulane-students-unite-against-anti-lgbt-protesters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,New Orleans,LA,New Orleans City Hall ,,more than two dozen,24,24,Voice of the Experienced,,"against a proposed $110 million expansion of the Orleans Justice Center, against new jail construction, for decarceration, no justice no peace, vote, all of us or none of us, jobs not jails, stop the school to prison pipeline",0,protest,,,,,,,,,,,ME,https://www.wwltv.com/article/news/investigations/mike-perlstein/grass-roots-group-opposition-rallies-orleans-justice-center-jail-expansion/289-156c8f4b-29fb-4ccc-bed4-49d633119f68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,New York,NY,"2523 Aqueduct Ave, Bronx; NYPD 52nd Precinct, 3016 Webster Ave, Bronx",,count video,25,30,Uptown Revolutionaries,,"for justice for Eric Duprey, against police brutality, for police accountability, against racism, justice for Eric Duprey!, what do we want to see! accountability!, the whole damn system is guilty as hell!, say his name! Eric Duprey! justice for! Eric Duprey!",1,march,on scene in large numbers at precinct; SRG; barricades,marched in street; burned Thin Blue Line flag and American flag; megaphone; drums; verbally confronted police,,,1,,,,,,,https://twitter.com/AshAgony/status/1697390210839949769,https://twitter.com/AshAgony/status/1698166688242409551,https://www.instagram.com/p/CwvypJaOpAe/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,New York,NY,"City Hall Park, Manhattan",,,,,Fridays for Future NYC,,"for climate justice, hey ho don't you know! fossil fuels have got to go!",1,demonstration,,megaphone,,,,,,,,"every Friday, not clear since when, our coverage starts 2022-10-07",,https://www.instagram.com/p/Cp2yVtjO9nR/,https://www.instagram.com/p/CwqhR9ASJ5n/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,New York,NY,"Museum of Chinese in America, 215 Centre St",March Against Displacement and Racist Violence,,,,Youth Against Displacement,,"in solidarity with workers at Jing Fong restaurant, against gentrification and displacement from Chinatown, against racism",1,picket,,,,,,,,,,every Thursday thru Sunday,,https://docs.google.com/forms/d/e/1FAIpQLSexLtzOKkZaCS9V-BiKJUeXEUQu0rGczFqAhrC5rBSOW-Qe6w/viewform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Newton,MA,Newton Centre,Saving Israeli Democracy,,,,UnXeptable,,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government",0,demonstration,,,,,,,,,,,,https://twitter.com/IsraeliDefend/status/1697220415968477689,https://www.facebook.com/events/262725939960706/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Palo Alto,CA,El Camino Real and Embarcadero Rd,,,,,WILPF,,"for peace, against war, for banning nuclear weapons, for ending gun violence, for racial justice, for gender justice, for protecting the environment from unchecked climate change",0,vigil,,,,,,,,,,"every Friday; started in 1922, some gaps since",,https://www.facebook.com/PPAWILPF/,correspondence with organizer,https://patch.com/california/paloalto/calendar/event/20230224/39d1255e-52f0-4ca8-8be8-37be05aee748/silent-vigil-to-end-the-war-in-ukraine-and-end-community-national-and-global-violence,https://www.indybay.org/newsitems/2023/07/31/18857933.php,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Palo Alto,CA,Palo Alto City Hall,,,,,Fridays for Future Palo Alto,,for climate action,1,demonstration,,,,,,,,,,"every Friday since January 15, 2022",,https://mobile.twitter.com/polimatt1/status/1482427124258525184,https://twitter.com/Fri4Future_PA/status/1611117026990333953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Pharr,TX,,,,,,,,"against Operation Lone Star, for immigrants rights",1,protest,,,,,,,,,,border-wide protest,ME,https://www.ktsm.com/news/grassroots-groups-protest-along-border-against-operation-lone-star/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Pittsburgh,PA,Beechwood Rd and Wilkins Ave,Rally to End Abuse at the Allegheny County Jail,,,,Alliance for Police Accountability,,"against deaths in police custody at the Allegheny County Jail, against abuse of jail inmates",0,rally,,,,,,,,,,,,https://twitter.com/apapgh_/status/1697684772036755503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Pittsburgh,PA,"Cathedral of Learning, University of Pittsburgh",,,,,Fossil Free Pitt Coalition,,against University of Pittsburgh's role in causing climate change,1,protest,,sit-in,,,,,,,,"every Friday, unclear since when, our coverage starts 2022-10-21 with some prior events picked up ad hoc",,https://www.instagram.com/p/Cj79403ucV1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Portland,ME,Monument Square,Say No to Racism,,,,Say No to Racism - Maine,,against racism,1,demonstration,,,,,,,,,,"first Friday of each month, we pick up in Jan 2023",,https://www.facebook.com/Say-No-to-Racism-Maine-1356005894473905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Portland,ME,"Planned Parenthood - Portland Health Center, 443 Congress St",,,,,,,"against abortion, for Christian values",2,demonstration,,,,,,,,,,"every Friday, unclear since when, so started recording on 5/6/22",,https://www.centralmaine.com/2022/05/06/with-focus-on-the-supreme-court-anti-abortion-protesters-continue-weekly-demonstrations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Portland,OR,Pioneer Courthouse Square,Friday Rally for Peace and Justice,,,,Peace and Justice Works Iraq Affinity Group,,"for peace, for justice, against war",0,rally,,,,,,,,,,every Friday since November 2001,,https://pjw.info/guantanamo21yl.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Portland,OR,,,,,,Arbor Lodge Daily Protest,,"against racism, against police brutality",1,demonstration,,open mic,,,,,,,,every Friday since June 2020; not yet added to super repeater sheet,,https://www.facebook.com/BLMARBORLODGEPROTEST/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Presidio,TX,,,,,,,,"against Operation Lone Star, for immigrants rights",1,protest,,,,,,,,,,border-wide protest,ME,https://www.ktsm.com/news/grassroots-groups-protest-along-border-against-operation-lone-star/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against police terrorism, against mass incarceration, against racial injustice",1,demonstration,,,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,https://www.instagram.com/p/CaSTboAu4rQ/,https://www.instagram.com/p/Cn0kEJfNppE/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Saint Paul,IL,Summit Ave & Snelling Ave,,,,,Women Against Military Madness,,"in solidarity with the people of Palestine, against Israel's occupation of Palestine",0,vigil,,,,,,,,,,every Friday,,https://www.instagram.com/p/CfuUTyoMRnE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Salt Lake City,UT,Utah State Capitol,,count pic,2,3,Fridays for Future Utah,,"for climate action, fossil fuels must go, the children born today will suffer due to climate change",1,demonstration,,,,,,,,,,every Friday since May 2019,,https://www.instagram.com/p/Cvho_xlNOp6/,https://www.instagram.com/p/CwqN1AbuPPW/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,San Francisco,CA,"San Francisco Federal Building, 90 7th St",Rally Against Imperialism! Hands off Niger! Hands off Arakaki and Ruiz!,,,,United Front Committee for Labor Party; Revolutionary Workers United Front,,"against imperialism, against attacks on Niger, in solidarity with political prisoners in Argentina, for closing all U.S. military bases, against capitalism",0,rally,,,,,,,,,,,,https://www.indybay.org/newsitems/2023/08/25/18858545.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,San Francisco,CA,"San Francisco Police Officers Association, 800 Bryant St",POA: Shut It Down!,,,,Revolutionary Workers United Front,,"for shutting down the San Francisco Police Officers Association, for abolishing the Police Officer's Bill of Rights, for recalling District Attorney Brooke Jenkins, for abolishing police, against police brutality, for police accountability, against racism",1,protest,,,,,,,,,,every Friday,,https://www.indybay.org/newsitems/2023/07/19/18857413.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,San Francisco,CA,,,,,,San Francisco Bike Party,,"for safer streets for bicyclists, for community-building",0,bicycle ride,,,,,,,,,,1st Friday of every month,,https://sfbikeparty.wordpress.com/,https://twitter.com/NopaPeakRiders/status/1698020800601956514,https://sfba.social/@SafeStreetRebel/110992263630989471,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,San Jose,CA,"Dr. Martin Luther King, Jr. Library, 150 E San Fernando St",Friday Night Peace Vigil,,,,,,for peace,0,vigil,,,,,,,,,,every Friday since October 2001,,https://www.actiontogetherbayarea.org/calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Schenectady,NY,State St and Erie Blvd,,,,,Schenectady Neighbors for Peace,,for peace,0,vigil,,,,,,,,,,every Friday,,https://peaceact.net/branches/snp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Seattle,WA,,,,,,Fridays for Future Seattle,,for climate justice,1,demonstration,,,,,,,,,,every Friday,,https://twitter.com/solo_syn_/status/1573513412109561856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CU_P39hJaOc/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Sioux Falls,SD,Sioux Falls Police Department,,,,,,family; community,"for justice for Jacob James, against police brutality, against racism, for Native people's rights",1,demonstration,,,,,,,,,,every Friday,,https://youtu.be/pvZ-8S3GRHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Smithville,TN,Greenbrook Park,,,,,DeKalb Prevention Coalition,,"in commemoration of National Overdose Awareness Day, for awareness and prevention of drug addiction and overdose",0,vigil,,glowstick vigil,,,,,,,,,,https://www.wjle.com/news/glowstick-vigil-held-to-honor-and-remember-survivors-and-victims-of-drug-overdose-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Tiffin,OH,Joint Justice Center,,,,,OhioCAN,,"in commemoration of National Overdose Awareness Day, for awareness and prevention of drug addiction and overdose",0,vigil,,candlelight vigil,,,,,,,,,,https://advertiser-tribune.com/news/478059/overdose-awareness/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Ukiah,CA,Mendocino County Courthouse,Friday Freedom Rally,,,,Mendocino Patriots,,"for freedom, for patriotism",2,rally,,,,,,,,,,every Friday,,https://mendocinopatriots.org/events/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Vancouver,WA,Evergreen Public Schools,,,,,Evergreen Education Association; Washington Education Association,Evergreen Education Association members,"for a fair contract for Evergreen teachers, Evergreen education Assoc. on strike, teachers deserve respect / fair contract now ",0,rally,,,,,,,,,,,ME,https://www.columbian.com/news/2023/sep/01/evergreen-teachers-rally-at-district-hq-on-day-3-of-strike/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Washington,DC,Cannon House Office Building,,,,,Poder Latinx,,"for federal immigration reform legislation, for HR 1511",1,demonstration,,petition delivery,,,,,,,,at Kevin McCarthy's office,,https://www.kvpr.org/local-news/2023-09-05/immigration-advocates-push-for-legislation-protest-outside-speaker-mccarthys-offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Washington,DC,DC Central Detention Facility,#FreedomCorner,,,,,,"for justice for people jailed or imprisoned for participation in J6 events, against inhumane conditions in jail, for patriotism",2,vigil,,,,,,,,,,nightly since 8 August 2022,,https://www.washingtonpost.com/dc-md-va/2022/09/19/protest-dc-jail-trump-j6/,https://newrepublic.com/article/170991/cpac-january-6-riot-prisoners,https://twitter.com/JFCUANNOYME/status/1646011253456875522,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Washington,DC,Lafayette Square,White House Peace Vigil,,,,,,"for banning nuclear weapons, for peace",0,vigil,,,,,,,,,,"continuous since June 3, 1981",,https://en.wikipedia.org/wiki/White_House_Peace_Vigil,https://www.youtube.com/watch?v=uy5PQNRNk2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
