date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-07-04,Sacramento,CA,California State Capitol,,count video,60,80,Last Chance Alliance,,"for action by Governor Newsom to end dependence on fossil fuels, for plugging leaking and idle oil wells, for ending oil and gas drilling in residential neighborhoods, for stopping state approvals for new fossil fuel projects, end neighborhood drilling, stop new oil and gas permits, phase out fossil fuels",1,rally,,oil derrick props and colored smoke,,,,,,,,,,https://twitter.com/LastChance_CA/status/1676395739583504385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Sacramento,CA,California State Capitol,Community Unity Gathering,,,,Oil and Gas Action Network; Women With Bows; EMPACT; Last Chance Alliance; 350 Sacramento; Mothers Rebellion; Harm Reduction Services; Xa Kako Dile; Sacramento Homeless Union; Camp Resolution; Sac SOUP; Decarcerate Sacramento; MMIW Femicide; Sac Rad EDU; Punks with Lunch,,"for social justice, for racial justice, for Indigenous peoples' rights, for housing justice, for LGBTQ+ rights, against economic inequality, for climate justice, for immigrants' rights",1,rally,,,,,,,,,,,,https://actionnetwork.org/event_campaigns/end-dependence-day-action-map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,San Francisco,CA,Dolores Park,America Is Nothing to Celebrate,count pic,12,14,RevComs,,"against capitalism, for socialist revolution, BA speaks: revolution nothing less, America is nothing to celebrate!, 1 2 3 4 slavery genocide and war! 5 6 7 8 America was never great!",1,demonstration,,megaphones,,,,,,,,,,https://twitter.com/ProtestPix/status/1676637867412713472,https://twitter.com/ProtestPix/status/1676638987321233411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Santa Cruz,CA,Water St and Ocean St,End All Wars Protest & Sherry Conable Memorial,,,,End All Wars,,"for ending all wars, for peace, in remembrance of Sherry Conable",0,demonstration,,,,,,,,,,,,https://www.indybay.org/newsitems/2023/07/01/18857143.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CU_P39hJaOc/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Venice,CA,604 Lincoln Blvd; Pacific Coast Hwy,6th Annual 4th of July PCH Flag Run,100+,100,100,SoCal Patriots; PCH Flagrunners,,"in celebration of Independence Day, for patriotism, American flag, California flag, Gadsden flag, Thin Blue Line flag, Trump 2024 flag",2,caravan; rally,,,,,,,,,,"count is of vehicles, no info given on number of people",,https://www.instagram.com/p/Ctjc3DRrGyJ/,https://www.instagram.com/p/CuUoA9-NQPL/,https://www.instagram.com/p/CuXWh4LuAID/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Washington,DC,DC Central Detention Facility,#FreedomCorner,,,,,,"for justice for people jailed or imprisoned for participation in J6 events, against inhumane conditions in jail, for patriotism",2,vigil,,,,,,,,,,nightly since 8 August 2022,,https://www.washingtonpost.com/dc-md-va/2022/09/19/protest-dc-jail-trump-j6/,https://newrepublic.com/article/170991/cpac-january-6-riot-prisoners,https://twitter.com/JFCUANNOYME/status/1646011253456875522,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Washington,DC,Lafayette Square,White House Peace Vigil,,,,,,"for banning nuclear weapons, for peace",0,vigil,,,,,,,,,,"continuous since June 3, 1981",,https://en.wikipedia.org/wiki/White_House_Peace_Vigil,https://www.youtube.com/watch?v=uy5PQNRNk2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Washington,DC,Lafayette Square,,count video,50,60,Shut Down DC; Center for Popular Democracy Action; SPACEs in Action; Center for Biological Diversity; Indigenous Environmental Network; People vs. Fossil Fuels; Fridays for Future; Sunrise Movement; Fridays for Future NYC,,"for declaration of climate emergency by President Biden, it's Biden's climate crisis / end fossil fuels march / 9/17 NYC, Biden declare a climate emergency!",1,demonstration,,megaphone,,,,,,,,,,https://twitter.com/ShutDown_DC/status/1676237976051802112,https://twitter.com/benjamingoloff/status/1676229966004879361,https://twitter.com/ShutDown_DC/status/1676228249750233088,https://www.instagram.com/p/CuSPM4lOGKO/,https://twitter.com/ShutDown_DC/status/1676293135649873941,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Waterbury,CT,Waterbury City Hall,,7,7,7,,,against city government's failure to commemorate Juneteenth,1,protest,,,,,,,,,,,,https://www.rep-am.com/localnews/2023/07/04/protest-rally-over-citys-juneteenth-snub-draws-only-a-few-participants/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,West Palm Beach,FL,Currie Park,,count video,25,30,,,"against anti-immigrant state legislation, against SB 1718, American flag, abortion is healthcare",1,protest,,,,,,,,,,,,https://www.wptv.com/news/political/new-florida-immigration-law-prompts-lawsuit-protest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Wooster,OH,Wooster Square,,,,,Wayne County Racial Justice Coalition,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://twitter.com/desireejweber/status/1557052880187805696,https://www.the-daily-record.com/story/news/local/2022/11/25/900-days-wayne-blm-sees-more-to-be-done-works-to-start-conversations/69670266007/,https://www.the-daily-record.com/story/news/local/2023/01/07/black-lives-matter-rallies-in-wooster-near-1000-days-as-2023-begins/69784548007/,https://twitter.com/SiavashSamei/status/1624822808097222656,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,,MI,Chase Bank,,,,,,,"against Chase Bank's support for construction of Cop City police training facility in Atlanta, for environmental conservation, against police brutality, against racism, drop Cop City, viva Tortuguita",1,direct action,,,,,,graffiti; vandalized ATM,,,,"town not specified, just ""southeast Michigan""",,https://scenes.noblogs.org/post/2023/07/13/chase-bank-attacked-in-michigan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Aguadilla,PR,,Campamiento Pelicano,,,,Citizens' Victory Movement,,"against illegal construction at historic Muelle de Azúcar, salven Aguadilla paren las maquinas revoquen los permisos [save Aguadilla stop the machines revoke the permits], las playas son del pueblo [the beaches belong to the people]",0,demonstration,,protest encampment,,,,,,,,,,https://twitter.com/Vaquero2XL/status/1610283827099836419,https://twitter.com/Vaquero2XL/status/1620191253060263937,https://twitter.com/Vaquero2XL/status/1620442773550923778,https://twitter.com/latinorebels/status/1623821705662832640,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Atlanta,GA,,Guacathon 2023,count video,15,20,March for Our Lives; Change the Ref,,"against gun violence, for gun reform, enough is enough, save lives, just f**king vote",1,rally,,,,,,,,,,feat. the Olivers,,https://twitter.com/AMarch4OurLives/status/1677035214831341574,https://www.11alive.com/video/news/national/parents-of-parkland-victim-stop-in-atlanta-for-pop-up-rally-against-gun-violence/85-73de293a-e3fd-463f-bd99-93beb92acfd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Baltimore,MD,,,,,,West Wednesday,,"for justice for Tyrone West and all victims of police violence, against police brutality, against racism",1,demonstration,,,,,,,,,,,,https://twitter.com/WestWednesday/status/1676729334089007106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Bellevue,WA,Bellevue Downtown Park,Saving Israeli Democracy,count video,30,40,Defend Israeli Democracy,,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government, Israel flag, saving Israeli democracy, Rainbow Pride flag, democracy not occupation",0,rally,,,,,,,,,,,,https://twitter.com/IsraeliDefend/status/1676908048516775936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Berkeley,CA,"George and Mary Foster Anthropology Library, University of California Berkeley",,,,,By Any Means Necessary,,"against planned closure of Anthropology Library at University of California Berkeley, for quality public education",0,demonstration,,occupying library,,,,,,,,,,https://www.instagram.com/p/Cr_kaGqPZtA/,https://www.instagram.com/p/CsAokcBuHEZ/,https://www.instagram.com/p/CsCIUjsvo5-/,https://www.instagram.com/p/CsccrJlPeIM/,https://www.instagram.com/p/CuC80wAvsEC/,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Boston,MA,Massachusetts State House,Perpetual State House Stand-Out for No New Fossil Fuel Infrastructure,,,,Extinction Rebellion Boston,,"for a state ban on construction of new fossil fuel infrastructure, for urgent climate action",1,demonstration,,,,,,,,,,every business day starting 6/5/23 until governor acts,,https://xrboston.org/action/state-house-stand-out-for-nnffi/,https://twitter.com/XRBoston/status/1666138212702486551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Cambridge,MA,Fayette St and Broadway,,,,,New Federal State of China,,"against Luc Despins and his family, against the Communist Party of China, for patriotism, for democracy in America, against communism",2,demonstration,,,,,,,,,,daily since 2022-11-20; org backed by Miles Guo and Steve Bannon; evidence that some protesters are paid,,https://www.cambridgeday.com/2023/02/02/why-an-exiled-chinese-billionaire-has-protesters-outside-the-home-of-a-cambridge-schoolteacher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Chicago,IL,Smith Park,Bike Jam: Ukrainian Village Edition,,,,"Chicago, Bike Grid Now!",elected officials,"for more city spending on cycling infrastructure, for safe streets for bicyclists",0,bicycle ride,,bike jam,,,,,,,,postponed from 6/28 due to wildfire smoke,,https://twitter.com/bikegridnow/status/1673523652178870273,https://twitter.com/bikegridnow/status/1673847957500600320,https://twitter.com/bikegridnow/status/1676782863746756609,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Christiansburg,VA,,,more than two dozen; nearly 30,24,30,Appalachians Against Pipelines,,"against construction of Mountain Valley Pipeline, for environmental protection, no pipeline, down with the capitol / doom to the pipeline, join the resistance",1,direct action,,entered work site and disrupted construction,,,,,,,,"location given as Montgomery County with no additional info, so locating to county seat",,https://twitter.com/stopthemvp/status/1676612558386601986,https://twitter.com/stopthemvp/status/1677301756580052993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Cincinnati,OH,Plum St; Cincinnati City Hall,,,,,The Church of Brethren; On Earth Peace,members of the Church of Brethren Gun Violence Prevention Team,"against gun violence, for gun reform, we can end gun violence",1,march,,singing,,,,,,,,,ME,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/thoughts-and-prayers-are-great-but-thats-not-enough-gun-violence-reduction-advocates-march-in-cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Cobleskill,NY,Veterans Park,,count pic,4,5,Amnesty International USA; Center for Constitutional Rights; Center for Victims of Torture; Close Guantanamo; CAIR; Interfaith Communities United for Justice and Peace; Muslim Counterpublics Lab; National Religious Campaign Against Torture; No More Guantanamos; NYC Veterans for Peace; Schoharie Peacemakers; September 11 Families for Peaceful Tomorrows; UK Guantanamo Network; Witness Against Torture; World Can't Wait,,"for closing Guantanamo Bay detention center, against human rights abuses by U.S. government, we should all care, protect human rights, reject the fascists' fear and hate",0,vigil,,,,,,,,,,,,https://twitter.com/GuantanamoAndy/status/1683887679463731201,https://www.andyworthington.co.uk/2023/07/13/photos-and-report-the-latest-coordinated-global-vigils-for-the-closure-of-guantanamo-on-july-5-2023/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Derry,NH,Derry Police Department,Wide Awake Wednesday!,,,,,,for freedom,2,demonstration,,,,,,,,,,,,https://nhpatriothub.org/events-calendar/,https://www.facebook.com/groups/575766394301545/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Detroit,MI,McNamara Federal Building,,count pic,1,2,Amnesty International USA; Center for Constitutional Rights; Center for Victims of Torture; Close Guantanamo; CAIR; Interfaith Communities United for Justice and Peace; Muslim Counterpublics Lab; National Religious Campaign Against Torture; No More Guantanamos; NYC Veterans for Peace; Schoharie Peacemakers; September 11 Families for Peaceful Tomorrows; UK Guantanamo Network; Witness Against Torture; World Can't Wait,,"for closing Guantanamo Bay detention center, against human rights abuses by U.S. government, close Guantanamo now",0,vigil,,,,,,,,,,,,https://twitter.com/GuantanamoAndy/status/1683887679463731201,https://www.andyworthington.co.uk/2023/07/13/photos-and-report-the-latest-coordinated-global-vigils-for-the-closure-of-guantanamo-on-july-5-2023/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Eugene,OR,800 Almaden St,,about 20,20,20,,neighbors; community members,against eviction of neighbor,0,protest,called to scene; helmets and batons; some carried long guns; scuffles with protesters,eviction defense; formed line and locked arms in front of house; verbally confronted police; scuffles with police,,,,,,,,,,https://kval.com/news/local/protestors-and-heavy-police-presence-at-800-block-of-almaden-in-eugene,https://kpic.com/news/local/eviction-leads-to-protests-and-standoff-with-police,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Eugene,OR,"Sierra Pacific Industrries, 90201 State Hwy 99 N",,count pic,25,30,Cascadia Forest Defenders,,"against logging of old-growth forests in N126 timber sale by Sierra Pacific Industries, Sierra Pacific Industries is a climate polluter, solidarity with Stop Cop City, [love] trees, protect the water / defend the land, worth more standing, old growth forests secure more carbon, don't clearcut our futures, clearcuts?! No way! Not ever! Not today!",1,direct action,called to scene; arrest warnings,four locked together in sleeping dragon formation in front of vehicle entrance,,,,,,,,,ME,https://twitter.com/CascadiaFD/status/1676629542243557377,https://itsgoingdown.org/eugene-blockade-protest-logging-public-lands/,https://eugeneweekly.com/2023/07/06/locked-down-for-old-growth-forests/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Griffin,GA,One Griffin Center,,,,,,residents,against naming Connie Sampson as interim chief of the Griffin Police Department,0,protest,,,,,,,,,,,,https://www.griffindailynews.com/news/group-of-residents-peacefully-protest-hiring-of-interim-chief/article_31a17aa3-d801-5a1b-bdef-5fc2799cc8cd.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Kingman,AZ,Valle Vista,,,,,,local residents,"for peace in Ukraine, against Russian aggression",0,vigil,,,,,,,,,,every Wednesday until war ends,,https://kdminer.com/news/2022/mar/10/peace-vigil-ukraine-held-valle-vista/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Lancaster,CA,"Winco Foods, 740 W Ave K 4",Unity Against Police Brutality,,,,Vote Your Power Back; True Life Community Church; Cancel the Contract Antelope Valley; The Freedom Church; Community Action League; Black Lives Matter LA; People's City Council - Los Angeles,,"against police brutality, against racism, for police acountability, no justice no peace!, demand police national database",1,protest,,megaphone,,,,,,,,weekly BLMLA action got folded into this,,https://twitter.com/blmgrassroots/status/1676625559630249989,https://www.youtube.com/watch?v=pnXhJOxApXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Los Angeles,CA,"Dr Midas Medical Clinic, 3580 Wilshire Blvd",,count video,15,20,SEIU Local 2015,nursing home workers,"for higher pay and better working conditions for Brius Healthcare nursing home workers, people over profits, our sick days keep residents safe, we can do it, no justice no peace!, safe staffing now, safe staffing saves lives, understaffed, SEIU!, quality jobs / quality care in all nursing homes, SEIU2015",0,protest,,,,,,,,,,part of statwide protest against Brius Healthcare facilities,ME,https://abc7.com/nursing-home-workers-protest-brius-healthcare-california/13470342/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Menomonee Falls,WI,Riverside Elementary School,,about 25,25,25,Grassroots Menomonee Falls Area,,"against mismanagement of hiring process for Menomonee Falls School District superintendent, teachers / our best asset, we deserve better!, support our teachers!, no voices! bad choices!",0,rally,,megaphone,,,,,,,,,,https://www.jsonline.com/story/communities/north/2023/07/07/group-expresses-concerns-over-menomonee-falls-superintendent-search/70385910007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Minneapolis,MN,Loring Park,,count pic,2,3,Amnesty International USA; Center for Constitutional Rights; Center for Victims of Torture; Close Guantanamo; CAIR; Interfaith Communities United for Justice and Peace; Muslim Counterpublics Lab; National Religious Campaign Against Torture; No More Guantanamos; NYC Veterans for Peace; Schoharie Peacemakers; September 11 Families for Peaceful Tomorrows; UK Guantanamo Network; Witness Against Torture; World Can't Wait,,"for closing Guantanamo Bay detention center, against human rights abuses by U.S. government, Amnesty International flag, close Guantanamo",0,vigil,,,,,,,,,,,,https://twitter.com/GuantanamoAndy/status/1683887679463731201,https://www.andyworthington.co.uk/2023/07/13/photos-and-report-the-latest-coordinated-global-vigils-for-the-closure-of-guantanamo-on-july-5-2023/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Natick,MA,Natick Common,,,,,Fridays for Future Natick,,for climate action,1,demonstration,,,,,,,,,,every Wednesday,,https://www.facebook.com/groups/322942656342350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,New Bedford,MA,"Keith Hastings Federal Building, 53 N 6th St",,,,,Women's Alliance of Southeastern Massachusetts,,"against overturning Roe v. Wade, for women's rights",1,demonstration,,,,,,,,,,every Wednesday for at at least four weeks starting 5/18,,https://newbedfordlight.org/local-abortion-rights-groups-brace-for-possible-overturn-of-roe-v-wade/,https://wbsm.com/new-bedford-womens-alliance-support-roe-v-wade/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,New Milford,CT,Town Green,,,,,,,"against overturning Roe v. Wade, for reproductive rights, for women's rights",1,demonstration,,,,,,,,,,every Wednesday since early May 2022,,https://map.wewontgoback.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,New York,NY,"McCarren Park, Brooklyn",,,,,The McCarren Gathering,,"against racism, against police brutality",1,vigil,,,,,,,,,,every Wed since start of 2023; was daily from June 2020 thru 2022,,https://www.instagram.com/p/CeFADfNuhRL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,New York,NY,"New York Public Library, Manhattan",,count pic,13,15,Amnesty International USA; Center for Constitutional Rights; Center for Victims of Torture; Close Guantanamo; CAIR; Interfaith Communities United for Justice and Peace; Muslim Counterpublics Lab; National Religious Campaign Against Torture; No More Guantanamos; NYC Veterans for Peace; Schoharie Peacemakers; September 11 Families for Peaceful Tomorrows; UK Guantanamo Network; Witness Against Torture; World Can't Wait; Raging Grannies,,"for closing Guantanamo Bay detention center, against human rights abuses by U.S. government, close U.S. torture camp at Guantanamo, close Guantanamo, close Guantanamo now, UN says: US arbitrary detention at Guantanamo is crime against humanity",0,vigil,,live music and singing,,,,,,,,,,https://twitter.com/GuantanamoAndy/status/1683887679463731201,https://www.andyworthington.co.uk/2023/07/13/photos-and-report-the-latest-coordinated-global-vigils-for-the-closure-of-guantanamo-on-july-5-2023/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,New York,NY,Upper Manhattan,,count pic,16,20,,tenants; elected officials,"against poor management of residential rental properties by Sugar Hill Capital Partners, against slumlords, for tenants' rights, your predatory practices are a crime against public health, stomp out slumlords, people over property, no repair no rent",0,rally,,,,,,,,,,,,https://amsterdamnews.com/news/2023/07/05/tenants-rally-against-bad-landlords/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Oak Lawn,IL,,,more than 100,100,100,,activists; local members of the Arab community; allies,"for justice for Murod Kurdi and Hadi Aboutela, against negligence and racism in Oak Lawn Police Department",1,protest,,,,,,,,,,during fire and police board meeting,,https://www.cbsnews.com/chicago/news/oak-lawn-protest/,https://www.newarab.com/news/protests-follow-car-crash-death-palestinian-near-chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Orlando,FL,Orange County Convention Center,Freedom to Learn,"hundreds; thousands; more than 3,000; several thousand",200,3000,National Education Association; NAACP,teachers; elected officials; educators,"against state legislation limiting education on racism and LGBTQ+ issues, against book bans, against the politicization of public education, freedom to love, #TeachTruth, Progress Pride flag, keep your nose out of my classroom, freedom to learn",1,rally,,stage and sound system,,,,,,,,part of NEA annual convention at venue,,https://www.wdbo.com/news/local/national-education-organization-will-hold-freedom-learn-rally-wednesday-orlando/ILSRHS72JNGD3MU3FSZN652T4Y/,https://www.clickorlando.com/news/local/2023/07/05/hundreds-of-teachers-gather-in-orange-county-for-freedom-to-learn-rally/,https://floridapolitics.com/archives/621699-maxwell-frost-adds-star-power-to-rally-for-freedom-to-learn/,https://kauainownews.com/2023/07/05/educators-from-hawaii-join-thousands-in-florida-freedom-to-learn-rally/,https://www.mynews13.com/fl/orlando/news/2023/07/05/thousands-of-teachers-gather-for-freedom-to-learn-rally,https://www.nea.org/professional-excellence/conferences-events/annual-meeting-and-representative-assembly/about-ra/ra-news/educators-rally-freedom-learn,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Ormond Beach,FL,Granada Bridge,,,,,Ormond Neighbors United,,"against racism, against police brutality",1,demonstration,,,,,,,,,,every Wednesday since 2020,,https://www.daytonatimes.com/news/ormond-beach-group-continues-protests/article_5f5ec844-fe84-11ec-8f28-57dfb50867d2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against police terrorism, against mass incarceration, against racial injustice",1,demonstration,,,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,https://www.instagram.com/p/CaSTboAu4rQ/,https://www.instagram.com/p/Cn0kEJfNppE/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Rockford,IL,WInnebago County Justice Center,,count video,20,30,,family,"against youth gun violence, enough is enough / end gun violence, stop the killing! stop the shooting!, no justice no peace, justice here in Rockford or we take it to Supreme Court, justice for Joey and Jorge",0,protest,,,,,,,,,,,,https://www.wrex.com/news/family-protests-youth-gun-violence-in-rockford/article_35b89060-1b89-11ee-b8d4-ffc85bc65530.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Sacramento,CA,California State Capitol,,more than 200,200,200,Shingle Springs Band of Miwok Indians; Winnemem Wintu Tribe; Hoopa Valley Tribe; Karuk Tribe; Round Valley Indian Tribes;  Pit River Tribe; Mechoopda Indian Tribe; Sogorea Te' Land Trust; Restore the Delta; Save California Salmon; Golden State Salmon Association; Sacred Places Institute; California Indian Environmental Alliance; Little Manila Rising; Indigenous Justice; San Francisco Baykeeper; North Coast Native Protectors; Sierra Club California; Friends of the River; Tuolumne River Trust,representatives from Native American tribes; activists; indiigenous leaders; environmental groups,"against state mismanagement of water resources, for protecting wild salmon, for wildlife conservation, against Delta Tunnel project, for Indigenous peoples' rights, save our salmon, keep our waterways natural, [no] Delta Tunnel, no trust until the fish are safe, for the passage of Assembly Bill 1337 and Assembly Bill 460 and Senate Bill 389 which would all allow the state to review water rights claimed before 1914, spare the delta",1,rally,,,,,,,,,,,ME,https://www.dailyrepublic.com/all-dr-news/solano-news/solano-county/water-salmon-protest-rally-scheduled-for-july-5/,https://www.times-standard.com/2023/07/05/tribes-water-activists-rally-in-sacramento-over-water-rights/,https://news.yahoo.com/tribes-conservation-organizations-host-rally-173726041.html,https://www.capradio.org/articles/2023/07/06/tribal-leaders-environmental-groups-rally-for-a-better-water-rights-system/,https://www.dailykos.com/stories/2023/7/6/2179606/-Tribes-and-conservation-groups-rally-at-State-Capitol-for-water-justice-and-to-save-imperiled-salmon,https://www.cbsnews.com/sanfrancisco/news/tribes-anglers-environmentalists-slam-dysfunctional-state-water-rights-system/,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,San Diego,CA,San Diego County Sheriff Headquarters,,count pic,4,5,North County Equity and Justice Coalition,families,"against deaths in custody at San Diego County jail, for justice for Saxon Rodriguez and Elisa Serna",0,protest,,,,,,,,,,during sheriff's press conference on issue at venue,,https://twitter.com/joeorephoto/status/1676693797076623360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Seattle,WA,Westlake Center,,count pic,8,10,,,"against sweeps of homeless encampments, stop the sweeps!, stop the Harrell horror show, stop the sweeps, housing is a human right / housing first housing now",0,protest,on scene,disrupted mayor's outdoor press conference with signs and chanting,,,,,,,,,,https://southseattleemerald.com/2023/07/05/downtown-is-you-harrell-unveils-new-downtown-plan-against-backdrop-of-anti-sweeps-protest/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Sharon,PA,33 Chestnut Ave,,one,1,1,,parent,"for stronger federal regulations on heavy metals in baby foods, autism is no puzzle...it's a disease",0,protest,,,,,,,,,,outside office of U.S. Rep. Mike Kelly,,https://www.wfmj.com/story/49158141/study-finds-high-levels-of-heavy-metals-popular-branded-baby-foods-parents-protest-for-more-regualtions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CU_P39hJaOc/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Stanford,CA,"White Plaza, Stanford University","Unity is our Strength, Diversity is our Power: Demanding Fair Representation in Higher Education",,,,San Jose Nikkei Resisters,CSU students and alumni; students from seven universities,"against U.S. Supreme Court ruling ending race-based affirmative action in college admissions, against discrimination and racism, knowledge is power / defend diversity / united we stand divided we fall / we the people, unity is our strength / diversity is our power, education for all, taking back out narrative",1,protest,,megaphone,,,,,,,,,ME,https://goldengatexpress.org/103375/latest/news/csu-associated-students-to-hold-protest-against-scotus-affirmative-action-decision/,https://www.mv-voice.com/news/2023/07/07/students-rally-stanford-law-faculty-react-to-supreme-courts-affirmative-action-decision,https://www.instagram.com/p/CuaDdZDN-7q/,https://paloaltoonline.com/news/2023/07/06/a-student-rally-stanford-law-faculty-react-to-supreme-courts-affirmative-action-decision,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Teaneck,NJ,Teaneck Rd and Liberty Rd,Teaneck Peace and Justice Vigil,,,,New Jersey Peace Action,,"against war, for peace, for bringing U.S. military troops home",0,vigil,,,,,,,,,,every Wednesday since 2005,,https://www.northjersey.com/story/news/local/2023/03/23/weekly-vigil-near-teaneck-armory-continues-to-push-back-against-war/70039610007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Washington,DC,DC Central Detention Facility,#FreedomCorner,,,,,,"for justice for people jailed or imprisoned for participation in J6 events, against inhumane conditions in jail, for patriotism",2,vigil,,,,,,,,,,nightly since 8 August 2022,,https://www.washingtonpost.com/dc-md-va/2022/09/19/protest-dc-jail-trump-j6/,https://newrepublic.com/article/170991/cpac-january-6-riot-prisoners,https://twitter.com/JFCUANNOYME/status/1646011253456875522,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Washington,DC,Lafayette Square,White House Peace Vigil,,,,,,"for banning nuclear weapons, for peace",0,vigil,,,,,,,,,,"continuous since June 3, 1981",,https://en.wikipedia.org/wiki/White_House_Peace_Vigil,https://www.youtube.com/watch?v=uy5PQNRNk2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,Washington,DC,Lafayette Square,,count pic,20,25,East Turkistan National Awakening Movement,Uyghurs,"in commemoration of Uramchi massacre, against genocide against Uyghurs in China, for an independent East Turkistan, time to stop the genocide!, East Turkistan flag, uphold your promise of never again / act to end China's genocide in East Turkistan, 73 years is enough / China get out of East Turkistan, stop China's Uyghur genocide, restore East Turkistan independence, never forget 5th July 2009 Urumchi massacre",0,demonstration,,,,,,,,,,,,https://www.upi.com/Top_News/US/2023/07/05/uyghurs-protest-chinese-genocide-white-house-anniversary-uramchi-massacre/6171688585633/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
